athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Nelson, Birgen",Duke,ACC,100H,2024,JR-3,,,13.94,s,Hurricane Collegiate Invite,2024-03-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/84947/5225229/Hurricane_Collegiate_Invite_/100-Hurdles,TFRRS all_performances
"Roberts, Jill",Duke,ACC,100H,2024,FR-1,,,14.93,s,Hurricane Collegiate Invite,2024-03-23,,,-0.8,Outdoor,https://www.tfrrs.org/results/84947/5225229/Hurricane_Collegiate_Invite_/100-Hurdles,TFRRS all_performances
"Smith, Brianna",Duke,ACC,100H,2024,SR-4,,,14.70,s,Hurricane Collegiate Invite,2024-03-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/84947/5225229/Hurricane_Collegiate_Invite_/100-Hurdles,TFRRS all_performances
"Wilson, Skyla",Duke,ACC,100H,2024,SR-4,,,13.35,s,Hurricane Collegiate Invite,2024-03-23,,,-0.1,Outdoor,https://www.tfrrs.org/results/84947/5225229/Hurricane_Collegiate_Invite_/100-Hurdles,TFRRS all_performances
"Sims, Meredith",Duke,ACC,400H,2024,JR-3,,,1:01.54,s,Hurricane Collegiate Invite,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84947/5225226/Hurricane_Collegiate_Invite_/400-Hurdles,TFRRS all_performances
"Wilson, Skyla",Duke,ACC,400H,2024,SR-4,,,1:02.40,s,Hurricane Collegiate Invite,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84947/5225226/Hurricane_Collegiate_Invite_/400-Hurdles,TFRRS all_performances
"McGinnis, Megan",Duke,ACC,400m,2024,JR-3,,,53.93,s,Hurricane Collegiate Invite,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84947/5225228/Hurricane_Collegiate_Invite_/400-Meters,TFRRS all_performances
"Tolbert, Lauren",Duke,ACC,400m,2024,SO-2,,,53.08,s,Hurricane Collegiate Invite,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84947/5225228/Hurricane_Collegiate_Invite_/400-Meters,TFRRS all_performances
"Wallenstrom, Samantha",Duke,ACC,400m,2024,SO-2,,,56.83,s,Hurricane Collegiate Invite,2024-03-23,,,,Outdoor,https://www.tfrrs.org/results/84947/5225228/Hurricane_Collegiate_Invite_/400-Meters,TFRRS all_performances
"Locci, Gianna",Duke,ACC,Long Jump,2024,SO-2,,,6.05,m,Hurricane Collegiate Invite,2024-03-23,,,+0.0,Outdoor,https://www.tfrrs.org/results/84947/5225212/Hurricane_Collegiate_Invite_/Long-Jump,TFRRS all_performances
