athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Romain, Madison",Stanford,ACC,100H,2024,SO-2,,,15.89,s,2024 Hornet Invite,2024-03-15,,,1.2,Outdoor,https://www.tfrrs.org/results/83555/5115042/2024_Hornet_Invite/100-Hurdles,TFRRS all_performances
"Schuller, Sky",Stanford,ACC,100H,2024,FR-1,,,16.32,s,2024 Hornet Invite,2024-03-15,,,0.9,Outdoor,https://www.tfrrs.org/results/83555/5115042/2024_Hornet_Invite/100-Hurdles,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,100H,2024,JR-3,,,13.59,s,2024 Hornet Invite,2024-03-15,,,-0.4,Outdoor,https://www.tfrrs.org/results/83555/5115042/2024_Hornet_Invite/100-Hurdles,TFRRS all_performances
"Thomas, Samantha",Stanford,ACC,400H,2024,SR-4,,,1:00.41,s,2024 Hornet Invite,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/83555/5115038/2024_Hornet_Invite/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2024,FR-1,,,56.59,s,2024 Hornet Invite,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/83555/5115031/2024_Hornet_Invite/400-Meters,TFRRS all_performances
"Peisner, Camille",Stanford,ACC,400m,2024,JR-3,,,57.53,s,2024 Hornet Invite,2024-03-15,,,,Outdoor,https://www.tfrrs.org/results/83555/5115031/2024_Hornet_Invite/400-Meters,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2024,SO-2,,,5.58,m,2024 Hornet Invite,2024-03-15,,,-1.2,Outdoor,https://www.tfrrs.org/results/83555/5115048/2024_Hornet_Invite/Long-Jump,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,Long Jump,2024,JR-3,,,5.93,m,2024 Hornet Invite,2024-03-15,,,-1.1,Outdoor,https://www.tfrrs.org/results/83555/5115048/2024_Hornet_Invite/Long-Jump,TFRRS all_performances
"Zwaanstra, Teagan",Stanford,ACC,Long Jump,2024,JR-3,,,5.82,m,2024 Hornet Invite,2024-03-15,,,+0.0,Outdoor,https://www.tfrrs.org/results/83555/5115048/2024_Hornet_Invite/Long-Jump,TFRRS all_performances
"Schuller, Sky",Stanford,ACC,100H,2024,FR-1,,,15.59,s,Stanford Invitational,2024-03-29,,,+0.0,Outdoor,https://www.tfrrs.org/results/83461/5148847/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,100H,2024,JR-3,,,13.55,s,Stanford Invitational,2024-03-29,,,1.1,Outdoor,https://www.tfrrs.org/results/83461/5148847/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,100H,2024,JR-3,,,13.97,s,Stanford Invitational,2024-03-29,,,0.4,Outdoor,https://www.tfrrs.org/results/83461/5148847/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2024,SO-2,,,1:07.92,s,Stanford Invitational,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83461/5148829/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Thomas, Samantha",Stanford,ACC,400H,2024,SR-4,,,58.91,s,Stanford Invitational,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83461/5148829/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2024,FR-1,,,56.66,s,Stanford Invitational,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83461/5148871/Stanford_Invitational/400-Meters,TFRRS all_performances
"Peters, Cate",Stanford,ACC,400m,2024,FR-1,,,56.56,s,Stanford Invitational,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83461/5148871/Stanford_Invitational/400-Meters,TFRRS all_performances
"Valmon, Maya",Stanford,ACC,400m,2024,JR-3,,,54.13,s,Stanford Invitational,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83461/5148871/Stanford_Invitational/400-Meters,TFRRS all_performances
"Willis, Roisin",Stanford,ACC,400m,2024,SO-2,,,53.90,s,Stanford Invitational,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/83461/5148871/Stanford_Invitational/400-Meters,TFRRS all_performances
"Jones, Alyssa",Stanford,ACC,Long Jump,2024,SO-2,,,6.21,m,Stanford Invitational,2024-03-29,,,1.1,Outdoor,https://www.tfrrs.org/results/83461/5148864/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2024,SO-2,,,5.75,m,Stanford Invitational,2024-03-29,,,1.2,Outdoor,https://www.tfrrs.org/results/83461/5148864/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,Long Jump,2024,JR-3,,,5.77,m,Stanford Invitational,2024-03-29,,,1.2,Outdoor,https://www.tfrrs.org/results/83461/5148864/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Zwaanstra, Teagan",Stanford,ACC,Long Jump,2024,JR-3,,,5.54,m,Stanford Invitational,2024-03-29,,,-3.1,Outdoor,https://www.tfrrs.org/results/83461/5148920/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2024,SO-2,,,1:04.80,s,Brutus Hamilton 2024,2024-04-06,,,,Outdoor,https://www.tfrrs.org/results/81521/5172153/Brutus_Hamilton_2024/400-Hurdles,TFRRS all_performances
"Thomas, Samantha",Stanford,ACC,400H,2024,SR-4,,,58.61,s,Brutus Hamilton 2024,2024-04-06,,,,Outdoor,https://www.tfrrs.org/results/81521/5172153/Brutus_Hamilton_2024/400-Hurdles,TFRRS all_performances
"Zwaanstra, Teagan",Stanford,ACC,Long Jump,2024,JR-3,,,5.99,m,Brutus Hamilton 2024,2024-04-06,,,-1.9,Outdoor,https://www.tfrrs.org/results/81521/5172163/Brutus_Hamilton_2024/Long-Jump,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,100H,2024,JR-3,,,13.47,s,64th Annual Mt. SAC Relays,2024-04-17,,,1.6,Outdoor,https://www.tfrrs.org/results/84352/5221471/64th_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2024,FR-1,,,56.09,s,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221450/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Peters, Cate",Stanford,ACC,400m,2024,FR-1,,,55.56,s,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221450/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Wright, Cydney",Stanford,ACC,400m,2024,SO-2,,,52.71,s,64th Annual Mt. SAC Relays,2024-04-17,,,,Outdoor,https://www.tfrrs.org/results/84352/5221450/64th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Jones, Alyssa",Stanford,ACC,Long Jump,2024,SO-2,,,6.25,m,64th Annual Mt. SAC Relays,2024-04-17,,,1.4,Outdoor,https://www.tfrrs.org/results/84352/5221451/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2024,SO-2,,,5.19,m,64th Annual Mt. SAC Relays,2024-04-17,,,-1.3,Outdoor,https://www.tfrrs.org/results/84352/5221407/64th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
