athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2017,SR-4,,,13.97,seconds,Charlotte 49er Classic,2017-03-16,,,-1.0,Outdoor,https://www.tfrrs.org/results/49797/3035913/Charlotte_49er_Classic/100-Hurdles,TFRRS all_performances
"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2017,SR-4,,,14.15,seconds,Charlotte 49er Classic,2017-03-16,,,-0.1,Outdoor,https://www.tfrrs.org/results/49797/3035913/Charlotte_49er_Classic/100-Hurdles,TFRRS all_performances
"Stewart, Jayla",Illinois,Big Ten,100H,2017,SO-2,,,13.62,seconds,Charlotte 49er Classic,2017-03-16,,,-1.0,Outdoor,https://www.tfrrs.org/results/49797/3035913/Charlotte_49er_Classic/100-Hurdles,TFRRS all_performances
"Stewart, Jayla",Illinois,Big Ten,100H,2017,SO-2,,,13.84,seconds,Charlotte 49er Classic,2017-03-16,,,-0.1,Outdoor,https://www.tfrrs.org/results/49797/3035913/Charlotte_49er_Classic/100-Hurdles,TFRRS all_performances
"Marry, Miranda",Illinois,Big Ten,400m,2017,JR-3,,,1:00.61,seconds,Charlotte 49er Classic,2017-03-16,,,,Outdoor,https://www.tfrrs.org/results/49797/3035904/Charlotte_49er_Classic/400-Meters,TFRRS all_performances
"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2017,SR-4,,,13.85,seconds,Weems Baskin Invitational,2017-03-24,,,0.7,Outdoor,https://www.tfrrs.org/results/50135/3055425/Weems_Baskin_Invitational/100-Hurdles,TFRRS all_performances
"Stewart, Jayla",Illinois,Big Ten,100H,2017,SO-2,,,13.58,seconds,Weems Baskin Invitational,2017-03-24,,,0.7,Outdoor,https://www.tfrrs.org/results/50135/3055425/Weems_Baskin_Invitational/100-Hurdles,TFRRS all_performances
"Seymour, Pedrya",Illinois,Big Ten,100H,2017,JR-3,,,13.06,seconds,EIU Big Blue Classic 2017,2017-03-31,,,1.8,Outdoor,https://www.tfrrs.org/results/50493/3076535/EIU_Big_Blue_Classic_2017/100-Hurdles,TFRRS all_performances
"Seymour, Pedrya",Illinois,Big Ten,100H,2017,JR-3,,,13.30,seconds,EIU Big Blue Classic 2017,2017-03-31,,,1.7,Outdoor,https://www.tfrrs.org/results/50493/3076535/EIU_Big_Blue_Classic_2017/100-Hurdles,TFRRS all_performances
"Smyers-Jones, Kortni",Illinois,Big Ten,100H,2017,SR-4,,,13.96,seconds,EIU Big Blue Classic 2017,2017-03-31,,,1.8,Outdoor,https://www.tfrrs.org/results/50493/3076535/EIU_Big_Blue_Classic_2017/100-Hurdles,TFRRS all_performances
