athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Kapoor, Isabelle",Clemson,ACC,100H,2023,FR-1,,,16.57,s,Yellow Jacket Invitational,2023-03-17,,,0.8,Outdoor,https://www.tfrrs.org/results/78633/4769229/Yellow_Jacket_Invitational/100-Hurdles,TFRRS all_performances
"Van der Merwe, Antoinette",Clemson,ACC,100H,2023,JR-3,,,13.49,s,Yellow Jacket Invitational,2023-03-17,,,+0.0,Outdoor,https://www.tfrrs.org/results/78633/4769229/Yellow_Jacket_Invitational/100-Hurdles,TFRRS all_performances
"Carter, Kori",Clemson,ACC,400H,2023,SR-4,,,1:03.59,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769223/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Gadson, Ken'naria",Clemson,ACC,400H,2023,JR-3,,,1:00.73,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769223/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Graham, Lashanna",Clemson,ACC,400H,2023,JR-3,,,58.00,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769223/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Osher, Mackenzie",Clemson,ACC,400H,2023,SO-2,,,1:08.64,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769223/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Disher, Leah",Clemson,ACC,400m,2023,SR-4,,,59.72,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769217/Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"Green, Kayan",Clemson,ACC,400m,2023,SO-2,,,55.59,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769217/Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"McLean, Jessica",Clemson,ACC,400m,2023,FR-1,,,56.40,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769217/Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"Sumner, Brynne",Clemson,ACC,400m,2023,SO-2,,,56.23,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769217/Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"Williams, Courtney",Clemson,ACC,400m,2023,JR-3,,,54.84,s,Yellow Jacket Invitational,2023-03-17,,,,Outdoor,https://www.tfrrs.org/results/78633/4769217/Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"Christie, Nia",Clemson,ACC,Long Jump,2023,SO-2,,,5.33,m,Yellow Jacket Invitational,2023-03-17,,,+0.0,Outdoor,https://www.tfrrs.org/results/78633/4769216/Yellow_Jacket_Invitational/Long-Jump,TFRRS all_performances
"Johnston, Caroline",Clemson,ACC,Long Jump,2023,SR-4,,,5.62,m,Yellow Jacket Invitational,2023-03-17,,,1.0,Outdoor,https://www.tfrrs.org/results/78633/4769216/Yellow_Jacket_Invitational/Long-Jump,TFRRS all_performances
"Van der Merwe, Antoinette",Clemson,ACC,100H,2023,JR-3,,,13.78,s,Knights Invite,2023-03-24,Final,,2.7,Outdoor,https://m.tfrrs.org/athletes/7738675/Clemson/Antoinette_Van_der_Merwe,legacy_source_needs_review
"Carter, Kori",Clemson,ACC,400H,2023,SR-4,,,1:05.04,s,Knights Invite,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/77633/4746314/Knights_Invite/400-Hurdles,TFRRS all_performances
"Gadson, Ken'naria",Clemson,ACC,400H,2023,JR-3,,,57.77,s,Knights Invite,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/77633/4746314/Knights_Invite/400-Hurdles,TFRRS all_performances
"Graham, Lashanna",Clemson,ACC,400H,2023,JR-3,,,57.70,s,Knights Invite,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/77633/4746314/Knights_Invite/400-Hurdles,TFRRS all_performances
"Osher, Mackenzie",Clemson,ACC,400H,2023,SO-2,,,1:04.17,s,Knights Invite,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/77633/4746314/Knights_Invite/400-Hurdles,TFRRS all_performances
"Gadson, Ken'naria",Clemson,ACC,400m,2023,JR-3,,,53.15,s,Knights Invite,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/77633/4746305/Knights_Invite/400-Meters,TFRRS all_performances
"Graham, Lashanna",Clemson,ACC,400m,2023,JR-3,,,55.12,s,Knights Invite,2023-03-24,,,,Outdoor,https://www.tfrrs.org/results/77633/4746305/Knights_Invite/400-Meters,TFRRS all_performances
"Christie, Nia",Clemson,ACC,Long Jump,2023,SO-2,,,5.73,m,Knights Invite,2023-03-24,,,1.4,Outdoor,https://www.tfrrs.org/results/77633/4746343/Knights_Invite/Long-Jump,TFRRS all_performances
"Johnston, Caroline",Clemson,ACC,Long Jump,2023,SR-4,,,5.83,m,Knights Invite,2023-03-24,,,1.1,Outdoor,https://www.tfrrs.org/results/77633/4746343/Knights_Invite/Long-Jump,TFRRS all_performances
"Klett, Isabelle",Clemson,ACC,Long Jump,2023,SO-2,,,5.53,m,Knights Invite,2023-03-24,,,1.4,Outdoor,https://www.tfrrs.org/results/77633/4746343/Knights_Invite/Long-Jump,TFRRS all_performances
"Van der Merwe, Antoinette",Clemson,ACC,100H,2023,JR-3,,,13.25,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,Prelim,,3.9,Outdoor,https://m.tfrrs.org/athletes/7738675/Clemson/Antoinette_Van_der_Merwe,legacy_source_needs_review
"Wilson, Oneka",Clemson,ACC,100H,2023,FR-1,,,13.27,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,Prelim,,3.4,Outdoor,https://mobile.tfrrs.org/athletes/8316097/Clemson/Oneka_Wilson,legacy_source_needs_review
"Gadson, Ken'naria",Clemson,ACC,400H,2023,JR-3,,,59.03,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,,Outdoor,https://www.tfrrs.org/results/77369/4767401/2023_95th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Graham, Lashanna",Clemson,ACC,400H,2023,JR-3,,,57.17,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,,Outdoor,https://www.tfrrs.org/results/77369/4767284/2023_95th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Graham, Lashanna",Clemson,ACC,400H,2023,JR-3,,,57.33,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,,Outdoor,https://www.tfrrs.org/results/77369/4767284/2023_95th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Osher, Mackenzie",Clemson,ACC,400H,2023,SO-2,,,1:04.09,s,2023 95th Clyde Littlefield Texas Relays,2023-03-29,,,,Outdoor,https://www.tfrrs.org/results/77369/4767401/2023_95th_Clyde_Littlefield_Texas_Relays/400-Hurdles,TFRRS all_performances
"Foreman, Shantae",Clemson,ACC,Long Jump,2023,FR-1,,,5.94,m,2023 95th Clyde Littlefield Texas Relays,2023-03-29,Final,,2.8,Outdoor,https://www.tfrrs.org/athletes/7974393/Clemson/Shantae_Foreman,legacy_source_needs_review
"Kapoor, Isabelle",Clemson,ACC,100H,2023,FR-1,,,15.60,s,Spec Towns - Torrin Lawrence Invitational,2023-04-06,,,1.3,Outdoor,https://www.tfrrs.org/results/79636/4805236/Spec_Towns_-_Torrin_Lawrence_Invitational/100-Hurdles,TFRRS all_performances
"Kapoor, Isabelle",Clemson,ACC,Long Jump,2023,FR-1,,,5.05,m,Spec Towns - Torrin Lawrence Invitational,2023-04-06,,,0.8,Outdoor,https://www.tfrrs.org/results/79636/4805240/Spec_Towns_-_Torrin_Lawrence_Invitational/Long-Jump,TFRRS all_performances
"Klett, Isabelle",Clemson,ACC,Long Jump,2023,SO-2,,,5.53,m,Spec Towns - Torrin Lawrence Invitational,2023-04-06,,,0.4,Outdoor,https://www.tfrrs.org/results/79636/4805203/Spec_Towns_-_Torrin_Lawrence_Invitational/Long-Jump,TFRRS all_performances
"Roemer, Kassandra",Clemson,ACC,Long Jump,2023,SR-4,,,5.40,m,Spec Towns - Torrin Lawrence Invitational,2023-04-06,,,-0.3,Outdoor,https://www.tfrrs.org/results/79636/4805203/Spec_Towns_-_Torrin_Lawrence_Invitational/Long-Jump,TFRRS all_performances
"Van der Merwe, Antoinette",Clemson,ACC,100H,2023,JR-3,,,13.48,s,UF Tom Jones Memorial,2023-04-14,,,-2.2,Outdoor,https://www.tfrrs.org/results/78102/4824428/UF_Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Wilson, Oneka",Clemson,ACC,100H,2023,FR-1,,,13.31,s,UF Tom Jones Memorial,2023-04-14,,,1.6,Outdoor,https://www.tfrrs.org/results/78102/4824428/UF_Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Gadson, Ken'naria",Clemson,ACC,400H,2023,JR-3,,,57.36,s,UF Tom Jones Memorial,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/78102/4824387/UF_Tom_Jones_Memorial/400-Hurdles,TFRRS all_performances
"Graham, Lashanna",Clemson,ACC,400H,2023,JR-3,,,56.54,s,UF Tom Jones Memorial,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/78102/4824387/UF_Tom_Jones_Memorial/400-Hurdles,TFRRS all_performances
"Osher, Mackenzie",Clemson,ACC,400H,2023,SO-2,,,1:04.08,s,UF Tom Jones Memorial,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/78102/4824387/UF_Tom_Jones_Memorial/400-Hurdles,TFRRS all_performances
"Osher, Mackenzie",Clemson,ACC,400m,2023,SO-2,,,57.15,s,UF Tom Jones Memorial,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/78102/4824405/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Thompson, Kenya",Clemson,ACC,400m,2023,SO-2,,,57.02,s,UF Tom Jones Memorial,2023-04-14,,,,Outdoor,https://www.tfrrs.org/results/78102/4824405/UF_Tom_Jones_Memorial/400-Meters,TFRRS all_performances
