athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Marshall, Sidney",Clemson,ACC,100H,2019,JR-3,,,14.03,s,Yellow Jacket Invitational,2019-03-15,,,-0.2,Outdoor,https://www.tfrrs.org/results/59266/3679662/Yellow_Jacket_Invitational/100-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,100H,2019,JR-3,,,13.92,s,Yellow Jacket Invitational,2019-03-15,,,-0.2,Outdoor,https://www.tfrrs.org/results/59266/3679662/Yellow_Jacket_Invitational/100-Hurdles,TFRRS all_performances
"Brewer, Anna",Clemson,ACC,400H,2019,FR-1,,,1:06.09,s,Yellow Jacket Invitational,2019-03-15,,,,Outdoor,https://www.tfrrs.org/results/59266/3679658/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400H,2019,FR-1,,,1:08.94,s,Yellow Jacket Invitational,2019-03-15,,,,Outdoor,https://www.tfrrs.org/results/59266/3679658/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Felton, Courtashia",Clemson,ACC,400H,2019,FR-1,,,1:03.46,s,Yellow Jacket Invitational,2019-03-15,,,,Outdoor,https://www.tfrrs.org/results/59266/3679658/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2019,SR-4,,,1:01.34,s,Yellow Jacket Invitational,2019-03-15,,,,Outdoor,https://www.tfrrs.org/results/59266/3679658/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2019,JR-3,,,1:01.99,s,Yellow Jacket Invitational,2019-03-15,,,,Outdoor,https://www.tfrrs.org/results/59266/3679658/Yellow_Jacket_Invitational/400-Hurdles,TFRRS all_performances
"McIntosh, Kamryn",Clemson,ACC,400m,2019,SO-2,,,55.43,s,Yellow Jacket Invitational,2019-03-15,,,,Outdoor,https://www.tfrrs.org/results/59266/3679651/Yellow_Jacket_Invitational/400-Meters,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2019,JR-3,,,13.52,s,North Florida Spring Break Invitational,2019-03-21,,,0.3,Outdoor,https://www.tfrrs.org/results/59177/3697974/North_Florida_Spring_Break_Invitational/100-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,100H,2019,JR-3,,,13.24,s,North Florida Spring Break Invitational,2019-03-21,,,0.3,Outdoor,https://www.tfrrs.org/results/59177/3697974/North_Florida_Spring_Break_Invitational/100-Hurdles,TFRRS all_performances
"Brewer, Anna",Clemson,ACC,400H,2019,FR-1,,,1:05.55,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697963/North_Florida_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400H,2019,FR-1,,,1:05.27,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697963/North_Florida_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Felton, Courtashia",Clemson,ACC,400H,2019,FR-1,,,1:02.98,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697963/North_Florida_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2019,SR-4,,,1:05.28,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697963/North_Florida_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2019,JR-3,,,1:00.37,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697963/North_Florida_Spring_Break_Invitational/400-Hurdles,TFRRS all_performances
"Clarke, Kendra",Clemson,ACC,400m,2019,SR-4,,,54.54,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697954/North_Florida_Spring_Break_Invitational/400-Meters,TFRRS all_performances
"Foster, Andrea",Clemson,ACC,400m,2019,JR-3,,,56.02,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697954/North_Florida_Spring_Break_Invitational/400-Meters,TFRRS all_performances
"McIntosh, Kamryn",Clemson,ACC,400m,2019,SO-2,,,54.72,s,North Florida Spring Break Invitational,2019-03-21,,,,Outdoor,https://www.tfrrs.org/results/59177/3697954/North_Florida_Spring_Break_Invitational/400-Meters,TFRRS all_performances
"White, Harleigh",Clemson,ACC,Long Jump,2019,SO-2,,,5.37,m,North Florida Spring Break Invitational,2019-03-21,,,0.8,Outdoor,https://www.tfrrs.org/results/59177/3697168/North_Florida_Spring_Break_Invitational/Long-Jump,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2019,JR-3,,,13.48,s,Florida Relays,2019-03-28,,,1.5,Outdoor,https://www.tfrrs.org/results/59113/3716304/Florida_Relays/100-Hurdles,TFRRS all_performances
"Williams, Ebony",Clemson,ACC,100H,2019,JR-3,,,13.80,s,Florida Relays,2019-03-28,,,0.2,Outdoor,https://www.tfrrs.org/results/59113/3716304/Florida_Relays/100-Hurdles,TFRRS all_performances
"Felton, Courtashia",Clemson,ACC,400H,2019,FR-1,,,1:01.42,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716328/Florida_Relays/400-Hurdles,TFRRS all_performances
"Thomas, Markeeta",Clemson,ACC,400H,2019,SR-4,,,1:00.48,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716328/Florida_Relays/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2019,JR-3,,,57.86,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716328/Florida_Relays/400-Hurdles,TFRRS all_performances
"Clarke, Kendra",Clemson,ACC,400m,2019,SR-4,,,54.06,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716336/Florida_Relays/400-Meters,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2019,JR-3,,,13.64,s,Gamecock Invitational Outdoor,2019-04-13,,,1.5,Outdoor,https://www.tfrrs.org/results/57927/3768801/Gamecock_Invitational_Outdoor_/100-Hurdles,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2019,JR-3,,,13.99,s,Gamecock Invitational Outdoor,2019-04-13,,,1.5,Outdoor,https://www.tfrrs.org/results/57927/3768801/Gamecock_Invitational_Outdoor_/100-Hurdles,TFRRS all_performances
