athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Kori Carter,Clemson,ACC,400H,2021,FR,,,60.37,s,Auburn Tiger Track Classic,2021-03-20,Final,6,,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
Lakeisha Warner,Clemson,ACC,400H,2021,SR,,,59.87,s,Auburn Tiger Track Classic,2021-03-20,Final,4,,Outdoor,https://clemsontigers.com/sports/track-field/roster/season/2021/player/lakeisha-warner,verified Clemson/ACC/NCAA source
Nicolee Foster,Clemson,ACC,400H,2021,JR,,,59.00,s,Auburn Tiger Track Classic,2021-03-20,Final,2,,Outdoor,https://clemsontigers.com/wp-content/uploads/2021/06/TF-NCAA.Champs_Notes-6821.pdf,verified Clemson official performance list
Kori Carter,Clemson,ACC,400H,2021,FR,,,60.62,s,FSU Relays,2021-03-26,Final,5,,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
Nicolee Foster,Clemson,ACC,400H,2021,JR,,,59.93,s,FSU Relays,2021-03-26,Final,3,,Outdoor,https://clemsontigers.com/wp-content/uploads/2021/06/TF-NCAA.Champs_Notes-6821.pdf,verified Clemson official performance list
Kori Carter,Clemson,ACC,100H,2021,FR,,,14.10,s,Pepsi Florida Relays,2021-04-03,Prelim,20,0.3,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
Kori Carter,Clemson,ACC,400H,2021,FR,,,60.68,s,Pepsi Florida Relays,2021-04-03,Final,10,,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
Nicolee Foster,Clemson,ACC,400H,2021,JR,,,57.73,s,Pepsi Florida Relays,2021-04-03,Final,4,,Outdoor,https://clemsontigers.com/wp-content/uploads/2021/06/TF-NCAA.Champs_Notes-6821.pdf,verified Clemson official performance list
Kori Carter,Clemson,ACC,400H,2021,FR,,,60.78,s,USC Open,2021-04-17,Final,8,,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
Nicolee Foster,Clemson,ACC,400m,2021,JR,,,54.90,s,USC Open,2021-04-17,Final,7,,Outdoor,https://clemsontigers.com/sports/track-field/roster/player/nicolee-foster,verified Clemson official athlete bio
Kori Carter,Clemson,ACC,100H,2021,FR,,,13.61,s,Knights Invite,2021-04-24,Final,6,1.8,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
Kori Carter,Clemson,ACC,400H,2021,FR,,,62.05,s,Knights Invite,2021-04-24,Final,10,,Outdoor,https://tfrrs.org/athletes/7490020/Clemson/Kori_Carter.html,verified complete indexed 2021 outdoor history
