athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Farrington, Melissa-Maree",Florida State,ACC,100H,2017,SR-4,,,13.59,s,USF Bulls Invitational,2017-03-17,,,1.6,Outdoor,https://www.tfrrs.org/results/49210/3035837/USF_Bulls_Invitational/100-Hurdles,TFRRS all_performances
"Jones, Cortney",Florida State,ACC,100H,2017,FR-1,,,13.36,s,USF Bulls Invitational,2017-03-17,,,1.6,Outdoor,https://www.tfrrs.org/results/49210/3035837/USF_Bulls_Invitational/100-Hurdles,TFRRS all_performances
"Cunningham, Kimmie",Florida State,ACC,400H,2017,FR-1,,,1:03.51,s,USF Bulls Invitational,2017-03-17,,,,Outdoor,https://www.tfrrs.org/results/49210/3035827/USF_Bulls_Invitational/400-Hurdles,TFRRS all_performances
"Wimberly, Shy'Keya",Florida State,ACC,400H,2017,JR-3,,,1:06.36,s,USF Bulls Invitational,2017-03-17,,,,Outdoor,https://www.tfrrs.org/results/49210/3035827/USF_Bulls_Invitational/400-Hurdles,TFRRS all_performances
"Jones, Cortney",Florida State,ACC,100H,2017,FR-1,,,13.06,s,FSU Relays,2017-03-24,,,0.9,Outdoor,https://www.tfrrs.org/results/50136/3055448/FSU_Relays/100-Hurdles,TFRRS all_performances
"Cunningham, Kimmie",Florida State,ACC,400H,2017,FR-1,,,1:04.60,s,FSU Relays,2017-03-24,,,,Outdoor,https://www.tfrrs.org/results/50136/3055485/FSU_Relays/400-Hurdles,TFRRS all_performances
"Wimberly, Shy'Keya",Florida State,ACC,400H,2017,JR-3,,,1:05.14,s,FSU Relays,2017-03-24,,,,Outdoor,https://www.tfrrs.org/results/50136/3055485/FSU_Relays/400-Hurdles,TFRRS all_performances
"Caldwell, Janae",Florida State,ACC,400m,2017,FR-1,,,57.83,s,FSU Relays,2017-03-24,,,,Outdoor,https://www.tfrrs.org/results/50136/3055441/FSU_Relays/400-Meters,TFRRS all_performances
"Dorsett, Shaquania",Florida State,ACC,400m,2017,SO-2,,,53.47,s,FSU Relays,2017-03-24,,,,Outdoor,https://www.tfrrs.org/results/50136/3055441/FSU_Relays/400-Meters,TFRRS all_performances
"Williams, Peta-Gay",Florida State,ACC,100H,2017,SO-2,,,13.24,s,Florida Relays,2017-03-30,,,2.0,Outdoor,https://www.tfrrs.org/results/48929/3076623/Florida_Relays/100-Hurdles,TFRRS all_performances
"Cunningham, Kimmie",Florida State,ACC,400H,2017,FR-1,,,1:03.44,s,Florida Relays,2017-03-30,,,,Outdoor,https://www.tfrrs.org/results/48929/3076639/Florida_Relays/400-Hurdles,TFRRS all_performances
"Wimberly, Shy'Keya",Florida State,ACC,400H,2017,JR-3,,,1:05.65,s,Florida Relays,2017-03-30,,,,Outdoor,https://www.tfrrs.org/results/48929/3076639/Florida_Relays/400-Hurdles,TFRRS all_performances
"Jones, Cortney",Florida State,ACC,100H,2017,FR-1,,,13.71,s,Tennessee Relays,2017-04-06,,,0.6,Outdoor,https://www.tfrrs.org/results/49376/3096505/Tennessee_Relays/100-Hurdles,TFRRS all_performances
"Setterington, Nicole",Florida State,ACC,100H,2017,SR-4,,,13.91,s,Tennessee Relays,2017-04-06,,,0.6,Outdoor,https://www.tfrrs.org/results/49376/3096505/Tennessee_Relays/100-Hurdles,TFRRS all_performances
"Cunningham, Kimmie",Florida State,ACC,400H,2017,FR-1,,,1:04.25,s,Tennessee Relays,2017-04-06,,,,Outdoor,https://www.tfrrs.org/results/49376/3096499/Tennessee_Relays/400-Hurdles,TFRRS all_performances
"Farrington, Melissa-Maree",Florida State,ACC,Long Jump,2017,SR-4,,,5.56,m,Tennessee Relays,2017-04-06,,,1.6,Outdoor,https://www.tfrrs.org/results/49376/3096492/Tennessee_Relays/Long-Jump,TFRRS all_performances
"Petrokaite, Jogaile",Florida State,ACC,Long Jump,2017,JR-3,,,6.02,m,Tennessee Relays,2017-04-06,,,0.3,Outdoor,https://www.tfrrs.org/results/49376/3096492/Tennessee_Relays/Long-Jump,TFRRS all_performances
"Jones, Cortney",Florida State,ACC,100H,2017,FR-1,,,13.52,s,Stanford Cardinal Classic,2017-04-21,,,-0.7,Outdoor,https://www.tfrrs.org/results/51367/3143811/Stanford_Cardinal_Classic/100-Hurdles,TFRRS all_performances
"Setterington, Nicole",Florida State,ACC,100H,2017,SR-4,,,13.73,s,Stanford Cardinal Classic,2017-04-21,,,-0.7,Outdoor,https://www.tfrrs.org/results/51367/3143811/Stanford_Cardinal_Classic/100-Hurdles,TFRRS all_performances
