athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Rivas, Sara",Stanford,ACC,100H,2025,FR-1,,,15.08,s,Sacramento State Hornet Invite,2025-03-21,,,1.3,Outdoor,https://www.tfrrs.org/results/89297/5465104/Sacramento_State_Hornet_Invite/100-Hurdles,TFRRS all_performances
"Duran, Sevilla",Stanford,ACC,400H,2025,SR-4,,,1:01.49,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465099/Sacramento_State_Hornet_Invite/400-Hurdles,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,400H,2025,FR-1,,,1:05.00,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465099/Sacramento_State_Hornet_Invite/400-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2025,JR-3,,,1:02.86,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465099/Sacramento_State_Hornet_Invite/400-Hurdles,TFRRS all_performances
"Duran, Sevilla",Stanford,ACC,400m,2025,SR-4,,,57.56,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465091/Sacramento_State_Hornet_Invite/400-Meters,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2025,SO-2,,,55.19,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465091/Sacramento_State_Hornet_Invite/400-Meters,TFRRS all_performances
"Nelson, Rachel",Stanford,ACC,400m,2025,SO-2,,,57.54,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465091/Sacramento_State_Hornet_Invite/400-Meters,TFRRS all_performances
"Peisner, Camille",Stanford,ACC,400m,2025,SR-4,,,57.41,s,Sacramento State Hornet Invite,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/89297/5465091/Sacramento_State_Hornet_Invite/400-Meters,TFRRS all_performances
"Zwaanstra, Teagan",Stanford,ACC,Long Jump,2025,SR-4,,,5.81,m,Sacramento State Hornet Invite,2025-03-21,,,1.1,Outdoor,https://www.tfrrs.org/results/89297/5465109/Sacramento_State_Hornet_Invite/Long-Jump,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,100H,2025,FR-1,,,15.01,s,Stanford Invitational,2025-04-04,,,1.1,Outdoor,https://www.tfrrs.org/results/89628/5515884/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Duran, Sevilla",Stanford,ACC,400H,2025,SR-4,,,1:01.03,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515885/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,400H,2025,FR-1,,,1:04.85,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515885/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2025,JR-3,,,1:04.00,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515885/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2025,SO-2,,,54.76,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515844/Stanford_Invitational/400-Meters,TFRRS all_performances
"Nelson, Rachel",Stanford,ACC,400m,2025,SO-2,,,56.41,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515844/Stanford_Invitational/400-Meters,TFRRS all_performances
"Peisner, Camille",Stanford,ACC,400m,2025,SR-4,,,56.49,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515844/Stanford_Invitational/400-Meters,TFRRS all_performances
"Peters, Cate",Stanford,ACC,400m,2025,SO-2,,,56.43,s,Stanford Invitational,2025-04-04,,,,Outdoor,https://www.tfrrs.org/results/89628/5515844/Stanford_Invitational/400-Meters,TFRRS all_performances
"Jones, Alyssa",Stanford,ACC,Long Jump,2025,JR-3,,,6.81,m,Stanford Invitational,2025-04-04,,,1.6,Outdoor,https://www.tfrrs.org/results/89628/5515899/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2025,JR-3,,,6.04,m,Stanford Invitational,2025-04-04,,,1.5,Outdoor,https://www.tfrrs.org/results/89628/5515899/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Zwaanstra, Teagan",Stanford,ACC,Long Jump,2025,SR-4,,,6.25,m,Stanford Invitational,2025-04-04,,,2.1,Outdoor,https://www.tfrrs.org/results/89628/5515899/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Duran, Sevilla",Stanford,ACC,400H,2025,SR-4,,,1:00.16,s,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573883/65th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2025,JR-3,,,1:05.36,s,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573883/65th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2025,SO-2,,,55.51,s,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573901/65th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Peisner, Camille",Stanford,ACC,400m,2025,SR-4,,,56.20,s,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573901/65th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Peters, Cate",Stanford,ACC,400m,2025,SO-2,,,56.62,s,65th Annual Mt. SAC Relays,2025-04-18,,,,Outdoor,https://www.tfrrs.org/results/89926/5573901/65th_Annual_Mt_SAC_Relays/400-Meters,TFRRS all_performances
"Jones, Alyssa",Stanford,ACC,Long Jump,2025,JR-3,,,6.42,m,65th Annual Mt. SAC Relays,2025-04-18,,,1.7,Outdoor,https://www.tfrrs.org/results/89926/5573902/65th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2025,JR-3,,,5.78,m,65th Annual Mt. SAC Relays,2025-04-18,,,1.1,Outdoor,https://www.tfrrs.org/results/89926/5573852/65th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
"Zwaanstra, Teagan",Stanford,ACC,Long Jump,2025,SR-4,,,5.97,m,65th Annual Mt. SAC Relays,2025-04-18,,,1.9,Outdoor,https://www.tfrrs.org/results/89926/5573852/65th_Annual_Mt_SAC_Relays/Long-Jump,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,100H,2025,FR-1,,,14.98,s,Payton Jordan Invitational,2025-04-25,,,0.9,Outdoor,https://www.tfrrs.org/results/89850/5596372/Payton_Jordan_Invitational/100-Hurdles,TFRRS all_performances
"Duran, Sevilla",Stanford,ACC,400H,2025,SR-4,,,1:00.81,s,Payton Jordan Invitational,2025-04-25,,,,Outdoor,https://www.tfrrs.org/results/89850/5596382/Payton_Jordan_Invitational/400-Hurdles,TFRRS all_performances
