athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Heddens, Elise",Duke,ACC,100H,2025,SR-4,,,14.49,s,Raleigh Relays,2025-03-27,,,1.5,Outdoor,https://www.tfrrs.org/results/88921/5479551/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Jirak, Valerie",Duke,ACC,100H,2025,FR-1,,,14.48,s,Raleigh Relays,2025-03-27,,,0.2,Outdoor,https://www.tfrrs.org/results/88921/5479551/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Onuoha, Amarachi",Duke,ACC,100H,2025,SR-4,,,14.78,s,Raleigh Relays,2025-03-27,,,0.4,Outdoor,https://www.tfrrs.org/results/88921/5479551/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Roberts, Jill",Duke,ACC,100H,2025,SO-2,,,14.55,s,Raleigh Relays,2025-03-27,,,0.4,Outdoor,https://www.tfrrs.org/results/88921/5479551/Raleigh_Relays/100-Hurdles,TFRRS all_performances
"Baker, Braelyn",Duke,ACC,400H,2025,FR-1,,,58.37,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Dietz, Madison",Duke,ACC,400H,2025,SR-4,,,1:05.37,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Garozzo, Aliya",Duke,ACC,400H,2025,SR-4,,,57.16,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Gomm, Ally",Duke,ACC,400H,2025,SR-4,,,57.12,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Sims, Meredith",Duke,ACC,400H,2025,SR-4,,,1:00.09,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
"Tarpeh, Jorhdyn",Duke,ACC,400H,2025,JR-3,,,1:01.01,s,Raleigh Relays,2025-03-27,,,,Outdoor,https://www.tfrrs.org/results/88921/5481371/Raleigh_Relays/400-Hurdles,TFRRS all_performances
