athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
Brianna Smith,Duke,ACC,100H,2022,SO,,,14.45,s,High Point - Bob Davidson Memorial,2022-03-18,Final,,1.7,Outdoor,https://nh.tfrrs.org/athletes/7723645/Duke/Brianna_Smith,verified 2022 outdoor result
Zoe Hughes,Duke,ACC,100H,2022,GR,,,13.93,s,High Point - Bob Davidson Memorial,2022-03-18,Final,,3.1,Outdoor,https://www.tfrrs.org/athletes/7723651/Duke/Zoe_Hughes.html,verified 2022 outdoor result
Lauren Hoffman,Duke,ACC,400H,2022,GR,,,56.53,s,High Point - Bob Davidson Memorial,2022-03-18,Final,1,,Outdoor,https://goduke.com/sports/track-and-field/roster/lauren-hoffman/17738,verified 2022 outdoor result
Meredith Sims,Duke,ACC,400m,2022,FR,,,59.59,s,High Point - Bob Davidson Memorial,2022-03-18,Final,15,,Outdoor,https://indiana.tfrrs.org/athletes/7975661/Duke/Meredith_Sims,verified 2022 outdoor result
Zoe Hughes,Duke,ACC,Long Jump,2022,GR,,,6.04,m,High Point - Bob Davidson Memorial,2022-03-18,Final,,2.9,Outdoor,https://www.tfrrs.org/athletes/7723651/Duke/Zoe_Hughes.html,verified 2022 outdoor result
Erin Marsh,Duke,ACC,100H,2022,GR,,,13.69,s,Texas Relays,2022-03-23,Heptathlon,3,-0.5,Outdoor,https://www.tfrrs.org/athletes/6583376/Duke/Erin_Marsh.html,verified 2022 outdoor result
Isabel Wakefield,Duke,ACC,100H,2022,SR,,,13.26,s,Texas Relays,2022-03-23,Heptathlon,1,1.6,Outdoor,https://indiana.tfrrs.org/athletes/7020659/Duke/Isabel_Wakefield,verified 2022 outdoor result
Lauren Hoffman,Duke,ACC,400H,2022,GR,,,56.55,s,Texas Relays,2022-03-23,Final,2,,Outdoor,https://goduke.com/sports/track-and-field/roster/lauren-hoffman/17738,verified 2022 outdoor result
Erin Marsh,Duke,ACC,Long Jump,2022,GR,,,5.99,m,Texas Relays,2022-03-23,Heptathlon,4,1.9,Outdoor,https://www.tfrrs.org/athletes/6583376/Duke/Erin_Marsh.html,verified 2022 outdoor result
Isabel Wakefield,Duke,ACC,Long Jump,2022,SR,,,6.02,m,Texas Relays,2022-03-23,Heptathlon,3,1.0,Outdoor,https://indiana.tfrrs.org/athletes/7020659/Duke/Isabel_Wakefield,verified 2022 outdoor result
Zoe Hughes,Duke,ACC,Long Jump,2022,GR,,,5.98,m,Texas Relays,2022-03-23,Heptathlon,5,2.1,Outdoor,https://www.tfrrs.org/athletes/7723651/Duke/Zoe_Hughes.html,verified 2022 outdoor result
Carly King,Duke,ACC,400m,2022,JR,,,55.75,s,Raleigh Relays,2022-03-24,Final,,,Outdoor,https://nh.tfrrs.org/athletes/7527990/Duke/Carly_King.html,verified 2022 outdoor result
Meredith Sims,Duke,ACC,400m,2022,FR,,,59.40,s,Raleigh Relays,2022-03-24,Final,74,,Outdoor,https://indiana.tfrrs.org/athletes/7975661/Duke/Meredith_Sims,verified 2022 outdoor result
Nikki Merritt,Duke,ACC,Long Jump,2022,SR,,,5.85,m,Raleigh Relays,2022-03-24,Final,5,,Outdoor,https://goduke.com/sports/track-and-field/roster/nikki-merritt/17760,verified 2022 outdoor result
Nikki Merritt,Duke,ACC,Long Jump,2022,SR,,,5.79,m,Virginia Invitational,2022-04-03,Final,9,,Outdoor,https://goduke.com/sports/track-and-field/roster/nikki-merritt/17760,verified 2022 outdoor result
Brianna Smith,Duke,ACC,100H,2022,SO,,,14.30,s,Duke Invitational,2022-04-07,Final,,1.8,Outdoor,https://nh.tfrrs.org/athletes/7723645/Duke/Brianna_Smith,verified 2022 outdoor result
Chyler Turner,Duke,ACC,100H,2022,FR,,,13.76,s,Duke Invitational,2022-04-07,Final,6,-0.3,Outdoor,https://indiana.tfrrs.org/athletes/7975662/Duke/Chyler_Turner,verified 2022 outdoor result
