athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Jones, Cortney",Florida State,ACC,100H,2019,JR-3,,,13.03,s,FSU Relays (College),2019-03-22,,,1.9,Outdoor,https://www.tfrrs.org/results/60843/3696045/FSU_Relays_College/100-Hurdles,TFRRS all_performances
"McMillon, Asia",Florida State,ACC,400H,2019,FR-1,,,1:05.01,s,FSU Relays (College),2019-03-22,,,,Outdoor,https://www.tfrrs.org/results/60843/3696041/FSU_Relays_College/400-Hurdles,TFRRS all_performances
"Caldwell, Janae",Florida State,ACC,400m,2019,JR-3,,,54.53,s,FSU Relays (College),2019-03-22,,,,Outdoor,https://www.tfrrs.org/results/60843/3696039/FSU_Relays_College/400-Meters,TFRRS all_performances
"Green, Trentorria",Florida State,ACC,Long Jump,2019,FR-1,,,5.78,m,FSU Relays (College),2019-03-22,,,0.2,Outdoor,https://www.tfrrs.org/results/60843/3696027/FSU_Relays_College/Long-Jump,TFRRS all_performances
"Jones, Cortney",Florida State,ACC,100H,2019,JR-3,,,13.04,s,Florida Relays,2019-03-28,,,-1.4,Outdoor,https://www.tfrrs.org/results/59113/3716304/Florida_Relays/100-Hurdles,TFRRS all_performances
"Cunningham, Kimmie",Florida State,ACC,400H,2019,JR-3,,,1:04.31,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716328/Florida_Relays/400-Hurdles,TFRRS all_performances
"McMillon, Asia",Florida State,ACC,400H,2019,FR-1,,,1:05.15,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716328/Florida_Relays/400-Hurdles,TFRRS all_performances
"Caldwell, Janae",Florida State,ACC,400m,2019,JR-3,,,54.11,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716336/Florida_Relays/400-Meters,TFRRS all_performances
"Davis, Karimah",Florida State,ACC,400m,2019,FR-1,,,53.18,s,Florida Relays,2019-03-28,,,,Outdoor,https://www.tfrrs.org/results/59113/3716336/Florida_Relays/400-Meters,TFRRS all_performances
"Miller, Ashley",Florida State,ACC,100H,2019,SR-4,,,13.55,s,Crimson Tide Invitational,2019-04-11,,,1.6,Outdoor,https://www.tfrrs.org/results/61791/3763776/Crimson_Tide_Invitational/100-Hurdles,TFRRS all_performances
"Cunningham, Kimmie",Florida State,ACC,400H,2019,JR-3,,,1:03.57,s,Crimson Tide Invitational,2019-04-11,,,,Outdoor,https://www.tfrrs.org/results/61791/3763763/Crimson_Tide_Invitational/400-Hurdles,TFRRS all_performances
"McMillon, Asia",Florida State,ACC,400H,2019,FR-1,,,1:13.95,s,Crimson Tide Invitational,2019-04-11,,,,Outdoor,https://www.tfrrs.org/results/61791/3763763/Crimson_Tide_Invitational/400-Hurdles,TFRRS all_performances
