athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Marshall, Sidney",Clemson,ACC,100H,2021,SR-4,,,13.78,s,Auburn Tiger Track Classic 2021,2021-03-19,,,1.4,Outdoor,https://www.tfrrs.org/results/66282/4129173/Auburn_Tiger_Track_Classic_2021/100-Hurdles,TFRRS all_performances
"Carter, Kori",Clemson,ACC,400H,2021,FR-1,,,1:00.37,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129146/Auburn_Tiger_Track_Classic_2021/400-Hurdles,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400H,2021,SO-2,,,1:04.86,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129146/Auburn_Tiger_Track_Classic_2021/400-Hurdles,TFRRS all_performances
"Foster, Nicolee",Clemson,ACC,400H,2021,JR-3,,,59.00,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129146/Auburn_Tiger_Track_Classic_2021/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2021,SR-4,,,59.87,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129146/Auburn_Tiger_Track_Classic_2021/400-Hurdles,TFRRS all_performances
"Disher, Leah",Clemson,ACC,400m,2021,FR-1,,,58.21,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129180/Auburn_Tiger_Track_Classic_2021/400-Meters,TFRRS all_performances
"Felton, Courtashia",Clemson,ACC,400m,2021,JR-3,,,1:03.51,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129180/Auburn_Tiger_Track_Classic_2021/400-Meters,TFRRS all_performances
"McIntosh, Kamryn",Clemson,ACC,400m,2021,JR-3,,,55.09,s,Auburn Tiger Track Classic 2021,2021-03-19,,,,Outdoor,https://www.tfrrs.org/results/66282/4129180/Auburn_Tiger_Track_Classic_2021/400-Meters,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2021,SR-4,,,13.48,s,FSU Relays,2021-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/68747/4145915/FSU_Relays/100-Hurdles,TFRRS all_performances
"Van der Merwe, Antoinette",Clemson,ACC,100H,2021,FR-1,,,14.14,s,FSU Relays,2021-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/68747/4145915/FSU_Relays/100-Hurdles,TFRRS all_performances
"Carter, Kori",Clemson,ACC,400H,2021,FR-1,,,1:00.62,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145911/FSU_Relays/400-Hurdles,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400H,2021,SO-2,,,1:03.57,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145911/FSU_Relays/400-Hurdles,TFRRS all_performances
"Foster, Nicolee",Clemson,ACC,400H,2021,JR-3,,,59.93,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145911/FSU_Relays/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2021,SR-4,,,1:02.82,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145911/FSU_Relays/400-Hurdles,TFRRS all_performances
"Gadson, Ken'naria",Clemson,ACC,400m,2021,FR-1,,,56.35,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"Mallard, Aliyah",Clemson,ACC,400m,2021,JR-3,,,56.92,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"Williams, Courtney",Clemson,ACC,400m,2021,FR-1,,,55.74,s,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"White, Harleigh",Clemson,ACC,Long Jump,2021,JR-3,,,5.61,m,FSU Relays,2021-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/68747/4145898/FSU_Relays/Long-Jump,TFRRS all_performances
"Carter, Kori",Clemson,ACC,100H,2021,FR-1,,,14.10,s,Pepsi Florida Relays,2021-04-02,,,0.3,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Hemmings, Trishauna",Clemson,ACC,100H,2021,JR-3,,,13.55,s,Pepsi Florida Relays,2021-04-02,,,0.3,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2021,SR-4,,,13.86,s,Pepsi Florida Relays,2021-04-02,,,0.6,Outdoor,https://www.tfrrs.org/results/68395/4166890/Pepsi_Florida_Relays/100-Hurdles,TFRRS all_performances
"Carter, Kori",Clemson,ACC,400H,2021,FR-1,,,1:00.68,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400H,2021,SO-2,,,1:02.99,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Foster, Nicolee",Clemson,ACC,400H,2021,JR-3,,,57.73,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Warner, Lakeisha",Clemson,ACC,400H,2021,SR-4,,,1:01.25,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166907/Pepsi_Florida_Relays/400-Hurdles,TFRRS all_performances
"Gadson, Ken'naria",Clemson,ACC,400m,2021,FR-1,,,55.85,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"McIntosh, Kamryn",Clemson,ACC,400m,2021,JR-3,,,54.67,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Williams, Courtney",Clemson,ACC,400m,2021,FR-1,,,54.86,s,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Johnston, Caroline",Clemson,ACC,Long Jump,2021,SO-2,,,5.43,m,Pepsi Florida Relays,2021-04-02,,,2.0,Outdoor,https://www.tfrrs.org/results/68395/4166915/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400m,2021,SO-2,,,59.09,s,Tennessee Relays,2021-04-08,,,,Outdoor,https://www.tfrrs.org/results/68457/4183717/Tennessee_Relays/400-Meters,TFRRS all_performances
"Disher, Leah",Clemson,ACC,400m,2021,FR-1,,,57.03,s,Tennessee Relays,2021-04-08,,,,Outdoor,https://www.tfrrs.org/results/68457/4183717/Tennessee_Relays/400-Meters,TFRRS all_performances
"Johnston, Caroline",Clemson,ACC,Long Jump,2021,SO-2,,,5.81,m,Tennessee Relays,2021-04-08,,,1.1,Outdoor,https://www.tfrrs.org/results/68457/4183712/Tennessee_Relays/Long-Jump,TFRRS all_performances
"Hemmings, Trishauna",Clemson,ACC,100H,2021,JR-3,,,13.29,s,USC Open,2021-04-17,,,-1.0,Outdoor,https://www.tfrrs.org/results/67499/4207839/USC_Open/100-Hurdles,TFRRS all_performances
"Hemmings, Trishauna",Clemson,ACC,100H,2021,JR-3,,,13.37,s,USC Open,2021-04-17,,,-1.0,Outdoor,https://www.tfrrs.org/results/67499/4207839/USC_Open/100-Hurdles,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2021,SR-4,,,13.93,s,USC Open,2021-04-17,,,0.2,Outdoor,https://www.tfrrs.org/results/67499/4207839/USC_Open/100-Hurdles,TFRRS all_performances
"Marshall, Sidney",Clemson,ACC,100H,2021,SR-4,,,14.44,s,USC Open,2021-04-17,,,-1.0,Outdoor,https://www.tfrrs.org/results/67499/4207839/USC_Open/100-Hurdles,TFRRS all_performances
"Carter, Kori",Clemson,ACC,400H,2021,FR-1,,,1:00.78,s,USC Open,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/67499/4207827/USC_Open/400-Hurdles,TFRRS all_performances
"Cooney, Olivia",Clemson,ACC,400H,2021,SO-2,,,1:02.67,s,USC Open,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/67499/4207827/USC_Open/400-Hurdles,TFRRS all_performances
"Barton, Laurie",Clemson,ACC,400m,2021,JR-3,,,54.53,s,USC Open,2021-04-17,,,,Outdoor,https://www.tfrrs.org/results/67499/4207825/USC_Open/400-Meters,TFRRS all_performances
