athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Peoples, Me'Yauney",Florida State,ACC,Long Jump,2026,SO-2,,,6.03,m,Terry Long Florida State Relays,2026-03-20,,,,Outdoor,https://www.tfrrs.org/all_performances/FL_college_f_Florida_State.html?list_hnd=5771&season_hnd=730,legacy_source_needs_review
"Jones, Azharia",Florida State,ACC,Long Jump,2026,SO-2,,,5.65,m,Terry Long Florida State Relays,2026-03-26,,,-0.4,Outdoor,https://www.tfrrs.org/results/96024/5869198/Terry_Long_Florida_State_Relays/Long-Jump,TFRRS all_performances
"Peoples, Me'Yauney",Florida State,ACC,Long Jump,2026,SO-2,,,6.03,m,Terry Long Florida State Relays,2026-03-26,,,1.3,Outdoor,https://www.tfrrs.org/results/96024/5869198/Terry_Long_Florida_State_Relays/Long-Jump,TFRRS all_performances
"Jones, Azharia",Florida State,ACC,Long Jump,2026,SO-2,,,5.32,m,2026 Pepsi Florida Relays,2026-04-03,,,NWI,Outdoor,https://www.tfrrs.org/results/95329/6002585/2026_Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Soremi, Oluwadara",Florida State,ACC,Long Jump,2026,SO-2,,,5.98,m,2026 Pepsi Florida Relays,2026-04-03,,,1.7,Outdoor,https://www.tfrrs.org/results/95329/6002585/2026_Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Jones, Azharia",Florida State,ACC,Long Jump,2026,SO-2,,,5.52,m,Dick Roberts Seminole Invitational,2026-04-10,,,+0.0,Outdoor,https://www.tfrrs.org/results/95245/5917423/Dick_Roberts_Seminole_Invitational/Long-Jump,TFRRS all_performances
"Peoples, Me'Yauney",Florida State,ACC,Long Jump,2026,SO-2,,,5.70,m,Dick Roberts Seminole Invitational,2026-04-10,,,-0.4,Outdoor,https://www.tfrrs.org/results/95245/5917423/Dick_Roberts_Seminole_Invitational/Long-Jump,TFRRS all_performances
"Jones, Azharia",Florida State,ACC,Long Jump,2026,SO-2,,,3.29,m,Tom Jones Memorial,2026-04-16,,,1.0,Outdoor,https://www.tfrrs.org/results/96536/5940591/Tom_Jones_Memorial/Long-Jump,TFRRS all_performances
"Soremi, Oluwadara",Florida State,ACC,Long Jump,2026,SO-2,,,5.55,m,Tom Jones Memorial,2026-04-16,,,0.9,Outdoor,https://www.tfrrs.org/results/96536/5940591/Tom_Jones_Memorial/Long-Jump,TFRRS all_performances
"Jones, Azharia",Florida State,ACC,Long Jump,2026,SO-2,,,5.56,m,LSU Invitational,2026-05-02,,,3.2,Outdoor,https://www.tfrrs.org/results/93388/5979428/LSU_Invitational/Long-Jump,TFRRS all_performances
"Peoples, Me'Yauney",Florida State,ACC,Long Jump,2026,SO-2,,,5.55,m,LSU Invitational,2026-05-02,,,2.8,Outdoor,https://www.tfrrs.org/results/93388/5979428/LSU_Invitational/Long-Jump,TFRRS all_performances
"Soremi, Oluwadara",Florida State,ACC,Long Jump,2026,SO-2,,,5.71,m,LSU Invitational,2026-05-02,,,5.3,Outdoor,https://www.tfrrs.org/results/93388/5979428/LSU_Invitational/Long-Jump,TFRRS all_performances
"Liburd, Kaelyaah",Florida State,ACC,400m,2026,JR-3,,,53.74,s,2026 ACC Outdoor Track & Field Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/results/95975/5999287/2026_ACC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Liburd, Kaelyaah",Florida State,ACC,400m,2026,JR-3,,,57.52,s,2026 ACC Outdoor Track & Field Championships,2026-05-14,,,,Outdoor,https://www.tfrrs.org/results/95975/5999287/2026_ACC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Peoples, Me'Yauney",Florida State,ACC,Long Jump,2026,SO-2,,,5.62,m,2026 ACC Outdoor Track & Field Championships,2026-05-14,,,0.6,Outdoor,https://www.tfrrs.org/results/95975/5999300/2026_ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Soremi, Oluwadara",Florida State,ACC,Long Jump,2026,SO-2,,,6.08,m,2026 ACC Outdoor Track & Field Championships,2026-05-14,,,2.2,Outdoor,https://www.tfrrs.org/results/95975/5999300/2026_ACC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
