athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Pendergast, Addie",Stanford,ACC,400H,2026,FR-1,,,1:01.90,s,Cal Invitational 2026,2026-03-20,,,,Outdoor,https://www.tfrrs.org/results/95597/5859312/Cal_Invitational_2026/400-Hurdles,TFRRS all_performances
"Richard, Diane",Stanford,ACC,400H,2026,SR-4,,,1:00.26,s,Cal Invitational 2026,2026-03-20,,,,Outdoor,https://www.tfrrs.org/results/95597/5859312/Cal_Invitational_2026/400-Hurdles,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,400H,2026,SR-4,,,58.66,s,Cal Invitational 2026,2026-03-20,,,,Outdoor,https://www.tfrrs.org/results/95597/5859312/Cal_Invitational_2026/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2026,JR-3,,,55.36,s,Cal Invitational 2026,2026-03-20,,,,Outdoor,https://www.tfrrs.org/results/95597/5859311/Cal_Invitational_2026/400-Meters,TFRRS all_performances
"Rutherford, Hannah",Stanford,ACC,400m,2026,FR-1,,,54.98,s,Cal Invitational 2026,2026-03-20,,,,Outdoor,https://www.tfrrs.org/results/95597/5859311/Cal_Invitational_2026/400-Meters,TFRRS all_performances
"Littlewood, Catherine",Stanford,ACC,100H,2026,SO-2,,,14.86,s,Stanford Invitational,2026-04-03,,,1.4,Outdoor,https://www.tfrrs.org/results/95354/5900576/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,100H,2026,SO-2,,,15.21,s,Stanford Invitational,2026-04-03,,,0.2,Outdoor,https://www.tfrrs.org/results/95354/5900576/Stanford_Invitational/100-Hurdles,TFRRS all_performances
"Pendergast, Addie",Stanford,ACC,400H,2026,FR-1,,,58.96,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900577/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Richard, Diane",Stanford,ACC,400H,2026,SR-4,,,59.27,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900577/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,400H,2026,SO-2,,,1:04.41,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900577/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2026,JR-3,,,1:04.25,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900577/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Stapleton, Tess",Stanford,ACC,400H,2026,SR-4,,,57.17,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900577/Stanford_Invitational/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2026,JR-3,,,55.33,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900590/Stanford_Invitational/400-Meters,TFRRS all_performances
"Peters, Cate",Stanford,ACC,400m,2026,JR-3,,,56.20,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900590/Stanford_Invitational/400-Meters,TFRRS all_performances
"Rutherford, Hannah",Stanford,ACC,400m,2026,FR-1,,,55.37,s,Stanford Invitational,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/95354/5900590/Stanford_Invitational/400-Meters,TFRRS all_performances
"Guerrero, Ariana",Stanford,ACC,Long Jump,2026,SO-2,,,5.96,m,Stanford Invitational,2026-04-03,,,1.0,Outdoor,https://www.tfrrs.org/results/95354/5900582/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Jones, Alyssa",Stanford,ACC,Long Jump,2026,SR-4,,,6.83,m,Stanford Invitational,2026-04-03,,,2.4,Outdoor,https://www.tfrrs.org/results/95354/5900627/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Littlewood, Catherine",Stanford,ACC,Long Jump,2026,SO-2,,,5.22,m,Stanford Invitational,2026-04-03,,,1.0,Outdoor,https://www.tfrrs.org/results/95354/5900582/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2026,SR-4,,,5.99,m,Stanford Invitational,2026-04-03,,,1.0,Outdoor,https://www.tfrrs.org/results/95354/5900627/Stanford_Invitational/Long-Jump,TFRRS all_performances
"Littlewood, Catherine",Stanford,ACC,100H,2026,SO-2,,,14.92,s,The 131st Big Meet,2026-04-11,,,1.0,Outdoor,https://www.tfrrs.org/results/95706/5929126/The_131st_Big_Meet/100-Hurdles,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,100H,2026,SO-2,,,14.76,s,The 131st Big Meet,2026-04-11,,,1.0,Outdoor,https://www.tfrrs.org/results/95706/5929126/The_131st_Big_Meet/100-Hurdles,TFRRS all_performances
"Richard, Diane",Stanford,ACC,400H,2026,SR-4,,,1:00.02,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929128/The_131st_Big_Meet/400-Hurdles,TFRRS all_performances
"Rivas, Sara",Stanford,ACC,400H,2026,SO-2,,,1:02.17,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929128/The_131st_Big_Meet/400-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2026,JR-3,,,1:05.32,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929128/The_131st_Big_Meet/400-Hurdles,TFRRS all_performances
"Hinton, Sage",Stanford,ACC,400m,2026,JR-3,,,56.25,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929127/The_131st_Big_Meet/400-Meters,TFRRS all_performances
"Littlewood, Catherine",Stanford,ACC,400m,2026,SO-2,,,59.97,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929127/The_131st_Big_Meet/400-Meters,TFRRS all_performances
"Peters, Cate",Stanford,ACC,400m,2026,JR-3,,,56.06,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929127/The_131st_Big_Meet/400-Meters,TFRRS all_performances
"Rutherford, Hannah",Stanford,ACC,400m,2026,FR-1,,,57.20,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929127/The_131st_Big_Meet/400-Meters,TFRRS all_performances
"Whittaker, Juliette",Stanford,ACC,400m,2026,SR-4,,,53.99,s,The 131st Big Meet,2026-04-11,,,,Outdoor,https://www.tfrrs.org/results/95706/5929127/The_131st_Big_Meet/400-Meters,TFRRS all_performances
"Cooper, Elena",Stanford,ACC,Long Jump,2026,FR-1,,,5.99,m,The 131st Big Meet,2026-04-11,,,1.5,Outdoor,https://www.tfrrs.org/results/95706/5929114/The_131st_Big_Meet/Long-Jump,TFRRS all_performances
"Ennin, Samantha",Stanford,ACC,Long Jump,2026,FR-1,,,6.11,m,The 131st Big Meet,2026-04-11,,,3.6,Outdoor,https://www.tfrrs.org/results/95706/5929114/The_131st_Big_Meet/Long-Jump,TFRRS all_performances
"Oakes, Alaysia",Stanford,ACC,Long Jump,2026,SR-4,,,5.99,m,The 131st Big Meet,2026-04-11,,,1.9,Outdoor,https://www.tfrrs.org/results/95706/5929114/The_131st_Big_Meet/Long-Jump,TFRRS all_performances
"Littlewood, Catherine",Stanford,ACC,100H,2026,SO-2,,,14.99,s,66th Annual Mt. SAC Relays,2026-04-15,,,1.0,Outdoor,https://www.tfrrs.org/results/95455/5966577/66th_Annual_Mt_SAC_Relays/100-Hurdles,TFRRS all_performances
"Pendergast, Addie",Stanford,ACC,400H,2026,FR-1,,,57.58,s,66th Annual Mt. SAC Relays,2026-04-15,,,,Outdoor,https://www.tfrrs.org/results/95455/5966552/66th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
"Richard, Diane",Stanford,ACC,400H,2026,SR-4,,,58.15,s,66th Annual Mt. SAC Relays,2026-04-15,,,,Outdoor,https://www.tfrrs.org/results/95455/5966552/66th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
"Romain, Madison",Stanford,ACC,400H,2026,JR-3,,,1:05.83,s,66th Annual Mt. SAC Relays,2026-04-15,,,,Outdoor,https://www.tfrrs.org/results/95455/5966552/66th_Annual_Mt_SAC_Relays/400-Hurdles,TFRRS all_performances
