athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Conteh, Margaret",Alabama,SEC,400m,2024,JR-3,,,56.86,seconds,LSU Battle on the Bayou,2024-03-29,,,,Outdoor,https://www.tfrrs.org/results/84130/5145894/LSU_Battle_on_the_Bayou/400-Meters,TFRRS all_performances
"Ailes, Miracle",Alabama,SEC,Long Jump,2024,JR-3,,,6.16,m,Crimson Tide Invitational,2024-04-05,,,-0.5,Outdoor,https://www.tfrrs.org/results/85658/5171076/Crimson_Tide_Invitational/Long-Jump,TFRRS all_performances
"Harris, Caelyn",Alabama,SEC,Long Jump,2024,SO-2,,,6.41,m,Crimson Tide Invitational,2024-04-05,,,-1.5,Outdoor,https://www.tfrrs.org/results/85658/5171076/Crimson_Tide_Invitational/Long-Jump,TFRRS all_performances
"Conteh, Margaret",Alabama,SEC,400m,2024,JR-3,,,57.58,seconds,Tom Jones Memorial Invitational,2024-04-12,,,,Outdoor,https://www.tfrrs.org/results/85961/5199003/Tom_Jones_Memorial_Invitational/400-Meters,TFRRS all_performances
"Ailes, Miracle",Alabama,SEC,Long Jump,2024,JR-3,,,6.13,m,Tom Jones Memorial Invitational,2024-04-12,,,0.2,Outdoor,https://www.tfrrs.org/results/85961/5198998/Tom_Jones_Memorial_Invitational/Long-Jump,TFRRS all_performances
"Harris, Caelyn",Alabama,SEC,Long Jump,2024,SO-2,,,6.26,m,Tom Jones Memorial Invitational,2024-04-12,,,1.4,Outdoor,https://www.tfrrs.org/results/85961/5198998/Tom_Jones_Memorial_Invitational/Long-Jump,TFRRS all_performances
"Conteh, Margaret",Alabama,SEC,400m,2024,JR-3,,,55.01,seconds,Desert Heat Classic 2024,2024-04-27,,,,Outdoor,https://www.tfrrs.org/results/81578/5242999/_Desert_Heat_Classic_2024/400-Meters,TFRRS all_performances
"Harris, Caelyn",Alabama,SEC,Long Jump,2024,SO-2,,,6.35,m,Desert Heat Classic 2024,2024-04-27,,,1.7,Outdoor,https://www.tfrrs.org/results/81578/5242993/_Desert_Heat_Classic_2024/Long-Jump,TFRRS all_performances
"Conteh, Margaret",Alabama,SEC,400m,2024,JR-3,,,54.21,seconds,SEC Outdoor Track & Field Championships,2024-05-09,,,,Outdoor,https://www.tfrrs.org/results/85812/5273725/SEC_Outdoor_Track__Field_Championships/400-Meters,TFRRS all_performances
"Ailes, Miracle",Alabama,SEC,Long Jump,2024,JR-3,,,6.15,m,SEC Outdoor Track & Field Championships,2024-05-09,,,-0.6,Outdoor,https://www.tfrrs.org/results/85812/5273708/SEC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Harris, Caelyn",Alabama,SEC,Long Jump,2024,SO-2,,,6.27,m,SEC Outdoor Track & Field Championships,2024-05-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/85812/5273708/SEC_Outdoor_Track__Field_Championships/Long-Jump,TFRRS all_performances
"Ailes, Miracle",Alabama,SEC,Long Jump,2024,JR-3,,,6.00,m,NCAA East First Round,2024-05-22,,,0.2,Outdoor,https://www.tfrrs.org/results/86997/5284563/NCAA_East_First_Round/Long-Jump,TFRRS all_performances
"Harris, Caelyn",Alabama,SEC,Long Jump,2024,SO-2,,,6.09,m,NCAA East First Round,2024-05-22,,,1.4,Outdoor,https://www.tfrrs.org/results/86997/5284563/NCAA_East_First_Round/Long-Jump,TFRRS all_performances
