athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Johnson, Brandee",Florida,SEC,100H,2021,SR-4,,,13.76,seconds,FSU Relays,2021-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/68747/4145915/FSU_Relays/100-Hurdles,TFRRS all_performances
"Anderson, Doneisha",Florida,SEC,400m,2021,SO-2,,,54.95,seconds,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"Ghee, Lauryn",Florida,SEC,400m,2021,JR-3,,,55.47,seconds,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"Manson, Taylor",Florida,SEC,400m,2021,JR-3,,,52.02,seconds,FSU Relays,2021-03-25,,,,Outdoor,https://www.tfrrs.org/results/68747/4145910/FSU_Relays/400-Meters,TFRRS all_performances
"Braxton , Alissa",Florida,SEC,Long Jump,2021,FR-1,,,5.93,m,FSU Relays,2021-03-25,,,1.4,Outdoor,https://www.tfrrs.org/results/68747/4145898/FSU_Relays/Long-Jump,TFRRS all_performances
"Bryant, Claire",Florida,SEC,Long Jump,2021,FR-1,,,6.44,m,FSU Relays,2021-03-25,,,2.0,Outdoor,https://www.tfrrs.org/results/68747/4145898/FSU_Relays/Long-Jump,TFRRS all_performances
"Penn, Kala",Florida,SEC,Long Jump,2021,JR-3,,,5.95,m,FSU Relays,2021-03-25,,,1.8,Outdoor,https://www.tfrrs.org/results/68747/4145898/FSU_Relays/Long-Jump,TFRRS all_performances
"Diggs, Talitha",Florida,SEC,400m,2021,FR-1,,,52.09,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Manson, Taylor",Florida,SEC,400m,2021,JR-3,,,52.13,seconds,Pepsi Florida Relays,2021-04-02,,,,Outdoor,https://www.tfrrs.org/results/68395/4166914/Pepsi_Florida_Relays/400-Meters,TFRRS all_performances
"Braxton , Alissa",Florida,SEC,Long Jump,2021,FR-1,,,5.80,m,Pepsi Florida Relays,2021-04-02,,,1.9,Outdoor,https://www.tfrrs.org/results/68395/4166915/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Bryant, Claire",Florida,SEC,Long Jump,2021,FR-1,,,6.68,m,Pepsi Florida Relays,2021-04-02,,,1.1,Outdoor,https://www.tfrrs.org/results/68395/4166915/Pepsi_Florida_Relays/Long-Jump,TFRRS all_performances
"Lester, Sterling",Florida,SEC,100H,2021,SO-2,,,13.91,seconds,UF Tom Jones Invitational,2021-04-16,,,0.1,Outdoor,https://www.tfrrs.org/results/68975/4206598/UF_Tom_Jones_Invitational/100-Hurdles,TFRRS all_performances
