athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Smith, Michelle",Georgia,SEC,400H,2026,SO-2,,,55.64,s,Hurricane Invite,2026-03-21,,,,Outdoor,https://www.tfrrs.org/all_performances/GA_college_f_Georgia.html?list_hnd=5771&season_hnd=730,legacy_source_needs_review
"Frederick, Sole",Georgia,SEC,400m,2026,SO-2,,,52.21,s,Hurricane Invite,2026-03-21,,,,Outdoor,https://georgiadogs.com/documents/download/2026/3/23/2026_Women_Outdoor_Results.pdf,legacy_source_needs_review
"Hodge, Adaejah",Georgia,SEC,400m,2026,FR-1,,,51.24,s,Hurricane Invite,2026-03-21,,,,Outdoor,https://georgiadogs.com/documents/download/2026/3/23/2026_Women_Outdoor_Results.pdf,legacy_source_needs_review
"Springer, Tianna",Georgia,SEC,400m,2026,FR-1,,,51.74,s,Hurricane Invite,2026-03-21,,,,Outdoor,https://georgiadogs.com/documents/download/2026/3/23/2026_Women_Outdoor_Results.pdf,legacy_source_needs_review
"Rush, Ella",Georgia,SEC,100H,2026,SR-4,,,14.60,seconds,Hurricane Collegiate Invitational,2026-03-27,,,-1.3,Outdoor,https://www.tfrrs.org/results/96094/5876055/Hurricane_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
"Ziglor, Zoe",Georgia,SEC,100H,2026,FR-1,,,13.87,seconds,Hurricane Collegiate Invitational,2026-03-27,,,0.8,Outdoor,https://www.tfrrs.org/results/96094/5876055/Hurricane_Collegiate_Invitational/100-Hurdles,TFRRS all_performances
"Smith, Michelle",Georgia,SEC,400H,2026,SO-2,,,55.64,seconds,Hurricane Collegiate Invitational,2026-03-27,,,,Outdoor,https://www.tfrrs.org/results/96094/5876068/Hurricane_Collegiate_Invitational/400-Hurdles,TFRRS all_performances
"Frederick, Sole",Georgia,SEC,400m,2026,SO-2,,,52.21,seconds,Hurricane Collegiate Invitational,2026-03-27,,,,Outdoor,https://www.tfrrs.org/results/96094/5876066/Hurricane_Collegiate_Invitational/400-Meters,TFRRS all_performances
"Hodge, Adaejah",Georgia,SEC,400m,2026,FR-1,,,51.24,seconds,Hurricane Collegiate Invitational,2026-03-27,,,,Outdoor,https://www.tfrrs.org/results/96094/5876066/Hurricane_Collegiate_Invitational/400-Meters,TFRRS all_performances
"Springer, Tianna",Georgia,SEC,400m,2026,FR-1,,,51.74,seconds,Hurricane Collegiate Invitational,2026-03-27,,,,Outdoor,https://www.tfrrs.org/results/96094/5876066/Hurricane_Collegiate_Invitational/400-Meters,TFRRS all_performances
"Birden, Toni",Georgia,SEC,Long Jump,2026,SR-4,,,6.09,m,Hurricane Collegiate Invitational,2026-03-27,,,0.5,Outdoor,https://www.tfrrs.org/results/96094/5876082/Hurricane_Collegiate_Invitational/Long-Jump,TFRRS all_performances
"Rush, Ella",Georgia,SEC,Long Jump,2026,SR-4,,,6.19,m,Hurricane Collegiate Invitational,2026-03-27,,,0.5,Outdoor,https://www.tfrrs.org/results/96094/5876082/Hurricane_Collegiate_Invitational/Long-Jump,TFRRS all_performances
"Williams, Chelsi",Georgia,SEC,Long Jump,2026,FR-1,,,6.43,m,Hurricane Collegiate Invitational,2026-03-27,,,0.5,Outdoor,https://www.tfrrs.org/results/96094/5876082/Hurricane_Collegiate_Invitational/Long-Jump,TFRRS all_performances
"Cooper, Maddi",Georgia,SEC,100H,2026,FR-1,,,13.22,seconds,LSU Battle on the Bayou,2026-04-03,,,2.3,Outdoor,https://www.tfrrs.org/results/93386/5904423/_LSU_Battle_on_the_Bayou/100-Hurdles,TFRRS all_performances
"Cox, Taylor",Georgia,SEC,100H,2026,FR-1,,,13.37,seconds,LSU Battle on the Bayou,2026-04-03,,,2.3,Outdoor,https://www.tfrrs.org/results/93386/5904423/_LSU_Battle_on_the_Bayou/100-Hurdles,TFRRS all_performances
"Ziglor, Zoe",Georgia,SEC,100H,2026,FR-1,,,13.58,seconds,LSU Battle on the Bayou,2026-04-03,,,2.5,Outdoor,https://www.tfrrs.org/results/93386/5904423/_LSU_Battle_on_the_Bayou/100-Hurdles,TFRRS all_performances
"Brazzell, Skylar",Georgia,SEC,400m,2026,FR-1,,,52.36,seconds,LSU Battle on the Bayou,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/93386/5904418/_LSU_Battle_on_the_Bayou/400-Meters,TFRRS all_performances
"Foote, Shaquena",Georgia,SEC,400m,2026,SR-4,,,50.88,seconds,LSU Battle on the Bayou,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/93386/5904418/_LSU_Battle_on_the_Bayou/400-Meters,TFRRS all_performances
"Harris, Sydney",Georgia,SEC,400m,2026,JR-3,,,53.13,seconds,LSU Battle on the Bayou,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/93386/5904418/_LSU_Battle_on_the_Bayou/400-Meters,TFRRS all_performances
"Maisvorewa, Vimbayi",Georgia,SEC,400m,2026,SR-4,,,51.71,seconds,LSU Battle on the Bayou,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/93386/5904418/_LSU_Battle_on_the_Bayou/400-Meters,TFRRS all_performances
"Raye, Xenia",Georgia,SEC,400m,2026,FR-1,,,54.34,seconds,LSU Battle on the Bayou,2026-04-03,,,,Outdoor,https://www.tfrrs.org/results/93386/5904418/_LSU_Battle_on_the_Bayou/400-Meters,TFRRS all_performances
"Kitchings, Ava",Georgia,SEC,Long Jump,2026,FR-1,,,6.26,m,LSU Battle on the Bayou,2026-04-03,,,2.0,Outdoor,https://www.tfrrs.org/results/93386/5904437/_LSU_Battle_on_the_Bayou/Long-Jump,TFRRS all_performances
"Cooper, Maddi",Georgia,SEC,100H,2026,FR-1,,,13.21,seconds,Spec Towns Invitational,2026-04-09,,,-0.2,Outdoor,https://www.tfrrs.org/results/96380/5924733/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Cooper, Maddi",Georgia,SEC,100H,2026,FR-1,,,13.43,seconds,Spec Towns Invitational,2026-04-09,,,-1.9,Outdoor,https://www.tfrrs.org/results/96380/5924733/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Cox, Taylor",Georgia,SEC,100H,2026,FR-1,,,13.23,seconds,Spec Towns Invitational,2026-04-09,,,-0.2,Outdoor,https://www.tfrrs.org/results/96380/5924733/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Rush, Ella",Georgia,SEC,100H,2026,SR-4,,,13.97,seconds,Spec Towns Invitational,2026-04-09,,,0.2,Outdoor,https://www.tfrrs.org/results/96380/5924778/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Ziglor, Zoe",Georgia,SEC,100H,2026,FR-1,,,13.52,seconds,Spec Towns Invitational,2026-04-09,,,-0.2,Outdoor,https://www.tfrrs.org/results/96380/5924733/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Ziglor, Zoe",Georgia,SEC,100H,2026,FR-1,,,13.57,seconds,Spec Towns Invitational,2026-04-09,,,-1.9,Outdoor,https://www.tfrrs.org/results/96380/5924733/Spec_Towns_Invitational/100-Hurdles,TFRRS all_performances
"Smith, Michelle",Georgia,SEC,400H,2026,SO-2,,,55.47,seconds,Spec Towns Invitational,2026-04-09,,,,Outdoor,https://www.tfrrs.org/results/96380/5924740/Spec_Towns_Invitational/400-Hurdles,TFRRS all_performances
"Frederick, Sole",Georgia,SEC,400m,2026,SO-2,,,51.97,seconds,Spec Towns Invitational,2026-04-09,,,,Outdoor,https://www.tfrrs.org/results/96380/5924738/Spec_Towns_Invitational/400-Meters,TFRRS all_performances
"Maisvorewa, Vimbayi",Georgia,SEC,400m,2026,SR-4,,,51.66,seconds,Spec Towns Invitational,2026-04-09,,,,Outdoor,https://www.tfrrs.org/results/96380/5924738/Spec_Towns_Invitational/400-Meters,TFRRS all_performances
"Raye, Xenia",Georgia,SEC,400m,2026,FR-1,,,53.92,seconds,Spec Towns Invitational,2026-04-09,,,,Outdoor,https://www.tfrrs.org/results/96380/5924738/Spec_Towns_Invitational/400-Meters,TFRRS all_performances
"Kitchings, Ava",Georgia,SEC,Long Jump,2026,FR-1,,,6.17,m,Spec Towns Invitational,2026-04-09,,,+0.0,Outdoor,https://www.tfrrs.org/results/96380/5924756/Spec_Towns_Invitational/Long-Jump,TFRRS all_performances
"Rush, Ella",Georgia,SEC,Long Jump,2026,SR-4,,,6.26,m,Spec Towns Invitational,2026-04-09,,,0.1,Outdoor,https://www.tfrrs.org/results/96380/5924783/Spec_Towns_Invitational/Long-Jump,TFRRS all_performances
"Cooper, Maddi",Georgia,SEC,100H,2026,FR-1,,,13.15,seconds,Tom Jones Memorial,2026-04-16,,,-0.8,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Cox, Taylor",Georgia,SEC,100H,2026,FR-1,,,12.95,seconds,Tom Jones Memorial,2026-04-16,,,0.7,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Cox, Taylor",Georgia,SEC,100H,2026,FR-1,,,13.09,seconds,Tom Jones Memorial,2026-04-16,,,1.0,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Ziglor, Zoe",Georgia,SEC,100H,2026,FR-1,,,13.22,seconds,Tom Jones Memorial,2026-04-16,,,0.7,Outdoor,https://www.tfrrs.org/results/96536/5940546/Tom_Jones_Memorial/100-Hurdles,TFRRS all_performances
"Smith, Michelle",Georgia,SEC,400H,2026,SO-2,,,55.28,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940569/Tom_Jones_Memorial/400-Hurdles,TFRRS all_performances
"Foote, Shaquena",Georgia,SEC,400m,2026,SR-4,,,50.62,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940563/Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Frederick, Sole",Georgia,SEC,400m,2026,SO-2,,,52.32,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940563/Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Harris, Sydney",Georgia,SEC,400m,2026,JR-3,,,52.35,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940561/Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Oakley, Dejanea",Georgia,SEC,400m,2026,SR-4,,,50.55,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940563/Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Raye, Xenia",Georgia,SEC,400m,2026,FR-1,,,54.43,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940561/Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Springer, Tianna",Georgia,SEC,400m,2026,FR-1,,,51.69,seconds,Tom Jones Memorial,2026-04-16,,,,Outdoor,https://www.tfrrs.org/results/96536/5940563/Tom_Jones_Memorial/400-Meters,TFRRS all_performances
"Kitchings, Ava",Georgia,SEC,Long Jump,2026,FR-1,,,6.32,m,Tom Jones Memorial,2026-04-16,,,0.7,Outdoor,https://www.tfrrs.org/results/96536/5940591/Tom_Jones_Memorial/Long-Jump,TFRRS all_performances
"Cooper, Maddi",Georgia,SEC,100H,2026,FR-1,,,13.22,seconds,Torrin Lawrence Memorial,2026-05-01,,,0.9,Outdoor,https://www.tfrrs.org/results/96742/5983432/Torrin_Lawrence_Memorial/100-Hurdles,TFRRS all_performances
"Cox, Taylor",Georgia,SEC,100H,2026,FR-1,,,13.15,seconds,Torrin Lawrence Memorial,2026-05-01,,,0.9,Outdoor,https://www.tfrrs.org/results/96742/5983432/Torrin_Lawrence_Memorial/100-Hurdles,TFRRS all_performances
