athlete,school,conference,event,season,class_year,birth_date,age_at_meet,performance,unit,meet,meet_date,round,place,wind,indoor_outdoor,source_url,data_status
"Anderson, Maya",Kentucky,SEC,100H,2025,SO-2,,,14.41,seconds,Cumberlands Early Season Meet,2025-03-14,,,-0.2,Outdoor,https://www.tfrrs.org/results/89868/5446569/Cumberlands_Early_Season_Meet/100-Hurdles,TFRRS all_performances
"Alexander, Ava",Kentucky,SEC,400H,2025,SO-2,,,1:00.89,seconds,Cumberlands Early Season Meet,2025-03-14,,,,Outdoor,https://www.tfrrs.org/results/89868/5446546/Cumberlands_Early_Season_Meet/400-Hurdles,TFRRS all_performances
"Anderson, Maya",Kentucky,SEC,400H,2025,SO-2,,,1:05.11,seconds,Cumberlands Early Season Meet,2025-03-14,,,,Outdoor,https://www.tfrrs.org/results/89868/5446546/Cumberlands_Early_Season_Meet/400-Hurdles,TFRRS all_performances
"McClellan, JahQueen",Kentucky,SEC,400m,2025,SO-2,,,54.61,seconds,Cumberlands Early Season Meet,2025-03-14,,,,Outdoor,https://www.tfrrs.org/results/89868/5446562/Cumberlands_Early_Season_Meet/400-Meters,TFRRS all_performances
"Bentley, Camden",Kentucky,SEC,100H,2025,SO-2,,,13.79,seconds,UCF Black & Gold Challenge,2025-03-21,,,1.1,Outdoor,https://www.tfrrs.org/results/87054/5462796/UCF_Black__Gold_Challenge/100-Hurdles,TFRRS all_performances
"Bentley, Camden",Kentucky,SEC,100H,2025,SO-2,,,14.10,seconds,UCF Black & Gold Challenge,2025-03-21,,,1.3,Outdoor,https://www.tfrrs.org/results/87054/5462796/UCF_Black__Gold_Challenge/100-Hurdles,TFRRS all_performances
"Gunnell, Julia",Kentucky,SEC,100H,2025,SO-2,,,14.42,seconds,UCF Black & Gold Challenge,2025-03-21,,,0.1,Outdoor,https://www.tfrrs.org/results/87054/5462796/UCF_Black__Gold_Challenge/100-Hurdles,TFRRS all_performances
"Martin, Kori",Kentucky,SEC,100H,2025,FR-1,,,13.53,seconds,UCF Black & Gold Challenge,2025-03-21,,,1.1,Outdoor,https://www.tfrrs.org/results/87054/5462796/UCF_Black__Gold_Challenge/100-Hurdles,TFRRS all_performances
"Martin, Kori",Kentucky,SEC,100H,2025,FR-1,,,13.80,seconds,UCF Black & Gold Challenge,2025-03-21,,,1.3,Outdoor,https://www.tfrrs.org/results/87054/5462796/UCF_Black__Gold_Challenge/100-Hurdles,TFRRS all_performances
"Scales, Emmi",Kentucky,SEC,400H,2025,SO-2,,,59.64,seconds,UCF Black & Gold Challenge,2025-03-21,,,,Outdoor,https://www.tfrrs.org/results/87054/5462783/UCF_Black__Gold_Challenge/400-Hurdles,TFRRS all_performances
